record_id,parcel_id_raw,parcel_id_clean,parcel_id_type,flag_category,flag_reason,current_holder,prior_party,location,area,commission_recommendation,source_volume,source_page,flag_source_csv,notes,key_scope,parcel_display,needs_manual_review
annex_03_nairobi_bypasses_0011,223016,NAIROBI::223016,plot,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Mamumu Agencies,Mamumu Agencies,Nairobi,0.2,Revoke,1,25,annex_03_nairobi_bypasses.csv,,local,"Plot 223016, Nairobi",0
annex_03_nairobi_bypasses_0012,223012,NAIROBI::223012,plot,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Sidika Enterprises,Sidika Enterprises,Nairobi,0.15,Revoke,1,26,annex_03_nairobi_bypasses.csv,,local,"Plot 223012, Nairobi",0
annex_03_nairobi_bypasses_0013,233788,NAIROBI::233788,plot,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Esther Rotich,Esther Rotich,Nairobi,0.1,Revoke,1,26,annex_03_nairobi_bypasses.csv,,local,"Plot 233788, Nairobi",0
annex_03_nairobi_bypasses_0014,233787,NAIROBI::233787,plot,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Solomon Thuita & Grace Njeri Zakayo,Solomon Thuita & Grace Njeri Zakayo,Nairobi,0.1,Revoke,1,26,annex_03_nairobi_bypasses.csv,,local,"Plot 233787, Nairobi",0
annex_03_nairobi_bypasses_0015,225648,NAIROBI::225648,plot,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Henry Musemate,Henry Musemate,Nairobi,0.2,Revoke,1,26,annex_03_nairobi_bypasses.csv,,local,"Plot 225648, Nairobi",0
annex_03_nairobi_bypasses_0016,223009,NAIROBI::223009,plot,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Henry Musemate,Henry Musemate,Nairobi,0.25,Revoke,1,26,annex_03_nairobi_bypasses.csv,,local,"Plot 223009, Nairobi",0
annex_03_nairobi_bypasses_0017,223007,NAIROBI::223007,plot,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Tanam Ltd,Tanam Ltd,Nairobi,0.3,Revoke,1,26,annex_03_nairobi_bypasses.csv,,local,"Plot 223007, Nairobi",0
annex_03_nairobi_bypasses_0018,7741/350,7741/350,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),James S. Nyaga & Another,James S. Nyaga & Another,Nairobi,,Revoke,1,26,annex_03_nairobi_bypasses.csv,,global,7741/350,0
annex_03_nairobi_bypasses_0019,741/352,741/352,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),.L. Wangiri /,L. Wangiri,Nairobi,,Revoke,1,26,annex_03_nairobi_bypasses.csv,,global,741/352,0
annex_03_nairobi_bypasses_0020,7741/353,7741/353,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Helix Trading Ltd,Helix Trading Ltd,Nairobi,,Revoke,1,26,annex_03_nairobi_bypasses.csv,,global,7741/353,0
annex_03_nairobi_bypasses_0021,7741/354,7741/354,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Samuel Kiprono Chepkonga,Jones Kaleli 21.11.01,Nairobi,0.211,Revoke,1,26,annex_03_nairobi_bypasses.csv,,global,7741/354,0
annex_03_nairobi_bypasses_0022,7741/371,7741/371,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Mt. Kenya Gems Ltd,Mt. Kenya Gems Ltd,Nairobi,,Revoke,1,26,annex_03_nairobi_bypasses.csv,,global,7741/371,0
annex_03_nairobi_bypasses_0023,7741/372,7741/372,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Lewison Enterprises Ltd,Lewison Enterprises Ltd,Nairobi,,Revoke,1,27,annex_03_nairobi_bypasses.csv,,global,7741/372,0
annex_03_nairobi_bypasses_0024,7741/373,7741/373,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Bento N. Enterprises,Bento N. Enterprises,Nairobi,,Revoke,1,27,annex_03_nairobi_bypasses.csv,,global,7741/373,0
annex_03_nairobi_bypasses_0025,22243,NAIROBI::22243,plot,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Vincent Gicheru Chege,Vincent Gicheru Chege,Nairobi,,Revoke,1,27,annex_03_nairobi_bypasses.csv,,local,"Plot 22243, Nairobi",0
annex_03_nairobi_bypasses_0026,209/14730,209/14730,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Commercial),Boko Boko Inv. Ltd,Boko Boko Inv. Ltd,Nairobi,0.8584,Revoke,1,27,annex_03_nairobi_bypasses.csv,,global,209/14730,0
annex_03_nairobi_bypasses_0027,209/14731,209/14731,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Commercial),Boko Boko Inv. Ltd,Boko Boko Inv. Ltd,Nairobi,0.4164,Revoke,1,27,annex_03_nairobi_bypasses.csv,,global,209/14731,0
annex_03_nairobi_bypasses_0028,209/14878,209/14878,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Commercial),Canon Alluminium Fabricators,Canon Alluminium Fabricators,Nairobi,0.8009,Revoke,1,27,annex_03_nairobi_bypasses.csv,,global,209/14878,0
annex_03_nairobi_bypasses_0029,112/354/228829,112/354/228829,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Steroda Investment Limited 1.9.99,Steroda Investment Limited 1.9.99,Nairobi,0.1936,Revoke,1,27,annex_03_nairobi_bypasses.csv,,global,112/354/228829,0
annex_03_nairobi_bypasses_0030,112/356/228831,112/356/228831,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Dadaab Investment Limited 1.9.99,Dadaab Investment Limited 1.9.99,Nairobi,0.1936,Revoke,1,27,annex_03_nairobi_bypasses.csv,,global,112/356/228831,0
annex_03_nairobi_bypasses_0031,112/357/227356,112/357/227356,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Kenneth Wainaina Karanja 1.9.99,Kenneth Wainaina Karanja 1.9.99,Nairobi,0.1936,Revoke,1,27,annex_03_nairobi_bypasses.csv,,global,112/357/227356,0
annex_03_nairobi_bypasses_0032,112/358/228833,112/358/228833,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Kinyua Gachoki 1.9.99,Kinyua Gachoki 1.9.99,Nairobi,0.1936,Revoke,1,27,annex_03_nairobi_bypasses.csv,,global,112/358/228833,0
annex_03_nairobi_bypasses_0033,112/359/228832,112/359/228832,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Realite Limited,Realite Limited,Nairobi,0.1936,Revoke,1,28,annex_03_nairobi_bypasses.csv,,global,112/359/228832,0
annex_03_nairobi_bypasses_0034,112/360/228956,112/360/228956,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Faridum Suleiman Abdala,Faridum Suleiman Abdala,Nairobi,0.1936,Revoke,1,28,annex_03_nairobi_bypasses.csv,,global,112/360/228956,0
annex_03_nairobi_bypasses_0035,112/361/227574,112/361/227574,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),,,Nairobi,0.1936,Revoke,1,28,annex_03_nairobi_bypasses.csv,,global,112/361/227574,0
annex_03_nairobi_bypasses_0036,112/362/2288834,112/362/2288834,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Wintech Systems Limited,Wintech Systems Limited,Nairobi,0.1936,Revoke,1,28,annex_03_nairobi_bypasses.csv,,global,112/362/2288834,0
annex_03_nairobi_bypasses_0037,112/363/227286,112/363/227286,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Kamwana Nyue,Kamwana Nzue Murithi,Nairobi,0.1936,Revoke,1,28,annex_03_nairobi_bypasses.csv,,global,112/363/227286,0
annex_03_nairobi_bypasses_0038,112/364/227285,112/364/227285,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Kiama Muriithi,Kiama Muriithi,Nairobi,0.1936,Revoke,1,28,annex_03_nairobi_bypasses.csv,,global,112/364/227285,0
annex_03_nairobi_bypasses_0039,7785/1209/232817,7785/1209/232817,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Christine Wanjiru,Christine Wanjiru,Nairobi,0.2,Revoke,1,28,annex_03_nairobi_bypasses.csv,,global,7785/1209/232817,0
annex_03_nairobi_bypasses_0040,7785/1210/1210F/22174,7785/1210/1210F/22174,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass; current use Residential),Simon Ondieki,Simon Ondieki,Nairobi,0.19,Revoke,1,28,annex_03_nairobi_bypasses.csv,,global,7785/1210/1210F/22174,0
annex_03_nairobi_bypasses_0041,7785/1214/225178,7785/1214/225178,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Faryd A. Sheik,Faryd A. Sheik,Nairobi,0.19,Revoke,1,28,annex_03_nairobi_bypasses.csv,,global,7785/1214/225178,0
annex_03_nairobi_bypasses_0042,7785/1213/F.225177,7785/1213,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Onesmus Githinji,Mawasi Enterprises,Nairobi,0.19,Revoke,1,28,annex_03_nairobi_bypasses.csv,also flagged for investigation (annex_03_nairobi_bypasses_investigation.csv),global,7785/1213,0
annex_03_nairobi_bypasses_0043,7785/1172,7785/1172,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),F.S. Abdalla,F.S. Abdalla,Nairobi,0.2539,Revoke,1,28,annex_03_nairobi_bypasses.csv,,global,7785/1172,0
annex_03_nairobi_bypasses_0044,7785/1174,7785/1174,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Everline Wanjiru Ngatunyi,Everline Wanjiru Ngatunyi,Nairobi,0.3999,Revoke,1,29,annex_03_nairobi_bypasses.csv,,global,7785/1174,0
annex_03_nairobi_bypasses_0045,7785/1175,7785/1175,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Simon Ngatunyi,Simon Ngatunyi,Nairobi,0.3999,Revoke,1,29,annex_03_nairobi_bypasses.csv,,global,7785/1175,0
annex_03_nairobi_bypasses_0046,7785/1176,7785/1176,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Martin M. Kakucha,Martin M. Kakucha,Nairobi,0.3999,Revoke,1,29,annex_03_nairobi_bypasses.csv,,global,7785/1176,0
annex_03_nairobi_bypasses_0047,7785/1178,7785/1178,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Dolphin Omolo,Dolphin Omolo,Nairobi,0.3999,Revoke,1,29,annex_03_nairobi_bypasses.csv,,global,7785/1178,0
annex_03_nairobi_bypasses_0048,7785/1179,7785/1179,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Stephen Odinga,Stephen Odinga,Nairobi,0.3999,Revoke,1,29,annex_03_nairobi_bypasses.csv,,global,7785/1179,0
annex_03_nairobi_bypasses_0049,7785/1180,7785/1180,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Kevin Kanyereri,Kevin Kanyereri,Nairobi,0.3999,Revoke,1,29,annex_03_nairobi_bypasses.csv,,global,7785/1180,0
annex_03_nairobi_bypasses_0050,7785/1182,7785/1182,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),With-Us Investment,With-Us Investment,Nairobi,0.4209,Revoke,1,29,annex_03_nairobi_bypasses.csv,,global,7785/1182,0
annex_03_nairobi_bypasses_0051,7785/1183,7785/1183,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Chicken Pride Supplies,Chicken Pride Supplies,Nairobi,0.3161,Revoke,1,29,annex_03_nairobi_bypasses.csv,,global,7785/1183,0
annex_03_nairobi_bypasses_0052,7785/1185,7785/1185,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Chicken Pride Supplies,Chicken Pride Supplies,Nairobi,0.3161,Revoke,1,30,annex_03_nairobi_bypasses.csv,,global,7785/1185,0
annex_03_nairobi_bypasses_0053,7785/1187,7785/1187,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Munir M. Chohan,Munir M. Chohan,Nairobi,0.3999,Revoke,1,30,annex_03_nairobi_bypasses.csv,,global,7785/1187,0
annex_03_nairobi_bypasses_0054,209/5583,209/5583,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Frasils(k) limited,Frasils(k) limited,Nairobi,0.1743,Revoke,1,30,annex_03_nairobi_bypasses.csv,,global,209/5583,0
annex_03_nairobi_bypasses_0055,LR 7785/Runda 1173 Kenya Railways 237836,7785/Runda,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),,,Nairobi,0.913,Revoke,1,30,annex_03_nairobi_bypasses.csv,,global,7785/Runda,1
annex_03_nairobi_bypasses_0056,LR 7785/1174 Runda,7785/1174,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),E & N Mathu,E & N Mathu,Nairobi,0.3999,Revoke,1,30,annex_03_nairobi_bypasses.csv,,global,7785/1174,0
annex_03_nairobi_bypasses_0057,LR 7785/1175 226660 IR 90248,7785/1175,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),,Simon Nyatanyi,Nairobi,0.3999,Revoke,1,30,annex_03_nairobi_bypasses.csv,,global,7785/1175,0
annex_03_nairobi_bypasses_0058,LR 7785/1177 226661 IR 90246,7785/1177,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Chapi Furniture Limited,Chapi Furniture,Nairobi,0.3999,Revoke,1,30,annex_03_nairobi_bypasses.csv,,global,7785/1177,0
annex_03_nairobi_bypasses_0059,LR 7785/1179 225167 IR. 86094,7785/1179,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Stephen Odinga,Stephen Odinga,Nairobi,0.3999,Revoke,1,31,annex_03_nairobi_bypasses.csv,,global,7785/1179,0
annex_03_nairobi_bypasses_0060,LR 7785/1182 22662,7785/1182,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Monir Chohan,Monir Chohan,Nairobi,0.3999,Revoke,1,31,annex_03_nairobi_bypasses.csv,,global,7785/1182,0
annex_03_nairobi_bypasses_0061,LR 7785/1183 226663,7785/1183,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Chicken Pride Services,Chicken Pride Services,Nairobi,0.3161,Revoke,1,31,annex_03_nairobi_bypasses.csv,,global,7785/1183,0
annex_03_nairobi_bypasses_0062,Nairobi/Block 112/362(Runda)CF.228834,Nairobi/Block 112/362(Runda)CF.228834,title,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),,Musa Maiyo & Raymond Kipkemboi,Nairobi,0.2,Revoke,1,31,annex_03_nairobi_bypasses.csv,,global,Nairobi/Block 112/362(Runda)CF.228834,0
annex_03_nairobi_bypasses_0063,Runda Nairobi/Block 112/363,Runda Nairobi/Block 112/363,title,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),,K.N. Muriithi,Nairobi,0.2,Revoke,1,31,annex_03_nairobi_bypasses.csv,,global,Runda Nairobi/Block 112/363,0
annex_03_nairobi_bypasses_0064,Runda Nairobi/Block 112/364,Runda Nairobi/Block 112/364,title,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),K.N. Muriithi,K.N. Muriithi,Nairobi,0.2,Revoke,1,31,annex_03_nairobi_bypasses.csv,,global,Runda Nairobi/Block 112/364,0
annex_03_nairobi_bypasses_0065,Runda Nairobi/Block 112/374,Runda Nairobi/Block 112/374,title,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Peter Ulungat,Peter Ulungat,Nairobi,0.1008,Revoke,1,32,annex_03_nairobi_bypasses.csv,,global,Runda Nairobi/Block 112/374,0
annex_03_nairobi_bypasses_0066,L.R. 22265/2 I.R. 76517,22265/2,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),David Nyika,David Nyika,Nairobi,2.031,Revoke,1,32,annex_03_nairobi_bypasses.csv,also flagged for investigation (annex_03_nairobi_bypasses_investigation.csv),global,22265/2,0
annex_03_nairobi_bypasses_0067,L.R. 22265/6 I.R. 90121,22265/6,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),David Nyika,David Nyika,Nairobi,0.0445,Revoke,1,32,annex_03_nairobi_bypasses.csv,also flagged for investigation (annex_03_nairobi_bypasses_investigation.csv),global,22265/6,0
annex_03_nairobi_bypasses_0068,L.R. 22265/7 I.R. 90122,22265/7,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),David Nyika,David Nyika,Nairobi,0.0448,Revoke,1,32,annex_03_nairobi_bypasses.csv,also flagged for investigation (annex_03_nairobi_bypasses_investigation.csv),global,22265/7,0
annex_03_nairobi_bypasses_0069,L.R. 22265/8 I.R. 90123,22265/8,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),David Nyika,David Nyika,Nairobi,0.0448,Revoke,1,32,annex_03_nairobi_bypasses.csv,also flagged for investigation (annex_03_nairobi_bypasses_investigation.csv),global,22265/8,0
annex_03_nairobi_bypasses_0070,L.R. 22265/9 I.R. 90124,22265/9,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),David Nyika,David Nyika,Nairobi,0.0448,Revoke,1,32,annex_03_nairobi_bypasses.csv,also flagged for investigation (annex_03_nairobi_bypasses_investigation.csv),global,22265/9,0
annex_03_nairobi_bypasses_0071,L.R. 22265/10 I.R.90125,22265/10,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),David Nyika,David Nyika,Nairobi,0.0448,Revoke,1,32,annex_03_nairobi_bypasses.csv,also flagged for investigation (annex_03_nairobi_bypasses_investigation.csv),global,22265/10,0
annex_03_nairobi_bypasses_0072,L.R. 22265/11 I.R.90126,22265/11,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),David Nyika,David Nyika,Nairobi,0.0448,Revoke,1,33,annex_03_nairobi_bypasses.csv,also flagged for investigation (annex_03_nairobi_bypasses_investigation.csv),global,22265/11,0
annex_03_nairobi_bypasses_0073,L.R. 22265/12 I.R.90127,22265/12,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),David Nyika,David Nyika,Nairobi,0.0447,Revoke,1,33,annex_03_nairobi_bypasses.csv,also flagged for investigation (annex_03_nairobi_bypasses_investigation.csv),global,22265/12,0
annex_03_nairobi_bypasses_0074,L.R. 22265/13 I.R.90128,22265/13,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),David Nyika,David Nyika,Nairobi,0.0447,Revoke,1,33,annex_03_nairobi_bypasses.csv,also flagged for investigation (annex_03_nairobi_bypasses_investigation.csv),global,22265/13,0
annex_03_nairobi_bypasses_0075,L.R. 22265/20 I.R.90129,22265/20,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),David Nyika,David Nyika,Nairobi,0.0446,Revoke,1,33,annex_03_nairobi_bypasses.csv,also flagged for investigation (annex_03_nairobi_bypasses_investigation.csv),global,22265/20,0
annex_03_nairobi_bypasses_0076,L.R. 22265/21 I.R.90130,22265/21,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),David Nyika,David Nyika,Nairobi,0.0446,Revoke,1,33,annex_03_nairobi_bypasses.csv,also flagged for investigation (annex_03_nairobi_bypasses_investigation.csv),global,22265/21,0
annex_03_nairobi_bypasses_0077,L.R. 22265/22 I.R.90131,22265/22,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),David Nyika,David Nyika,Nairobi,0.0443,Revoke,1,33,annex_03_nairobi_bypasses.csv,also flagged for investigation (annex_03_nairobi_bypasses_investigation.csv),global,22265/22,0
annex_03_nairobi_bypasses_0078,L.R. 22265/23 I.R.90132,22265/23,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),David Nyika,David Nyika,Nairobi,0.0563,Revoke,1,33,annex_03_nairobi_bypasses.csv,also flagged for investigation (annex_03_nairobi_bypasses_investigation.csv),global,22265/23,0
annex_03_nairobi_bypasses_0079,L.R. 22265/25 I.R.90133,22265/25,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),David Nyika,David Nyika,Nairobi,0.0448,Revoke,1,33,annex_03_nairobi_bypasses.csv,also flagged for investigation (annex_03_nairobi_bypasses_investigation.csv),global,22265/25,0
annex_03_nairobi_bypasses_0080,L.R. 22265/26 I.R.90134,22265/26,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),David Nyika,David Nyika,Nairobi,0.045,Revoke,1,34,annex_03_nairobi_bypasses.csv,also flagged for investigation (annex_03_nairobi_bypasses_investigation.csv),global,22265/26,0
annex_03_nairobi_bypasses_0081,L.R. 22265/27 I.R.90135,22265/27,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Peter Gitahiga Mwitari,David Nyika,Nairobi,0.045,Revoke,1,34,annex_03_nairobi_bypasses.csv,also flagged for investigation (annex_03_nairobi_bypasses_investigation.csv),global,22265/27,0
annex_03_nairobi_bypasses_0082,L.R. 22265/32 I.R.90136,22265/32,lr,irregular_municipal_allocation,Irregular allocation of public land (Nairobi) (reserved as Road Reserve(By-Pass); current use Residential),Nahashon K. Mwangi,David Nyika,Nairobi,0.0446,Revoke,1,34,annex_03_nairobi_bypasses.csv,also flagged for investigation (annex_03_nairobi_bypasses_investigation.csv),global,22265/32,0
